[2021/8/7 - 9:46:52] Tai Cute da thu thap: +Sat: 32, +Ruby: 14, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 0:52:17] Ngoc Tham da thu thap luc out sv : +Sat: 23, +Ruby: 24, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 1:05:30] bao hue da thu thap: +Sat: 24, +Ruby: 8, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 1:05:33] bao hue da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 1:16:24] bao hue da thu thap luc out sv : +Sat: 28, +Ruby: 16, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 1:52:05] An SoSad da thu thap: +Sat: 4, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 1:52:37] An SoSad da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 1:52:52] bao hue da thu thap: +Sat: 95, +Ruby: 47, +Vang: 2, +Kim Cuong: 0
[2021/12/28 - 1:53:14] bao hue da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 1:57:15] An SoSad da thu thap luc out sv : +Sat: 18, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 1:57:49] bao hue da thu thap luc out sv : +Sat: 11, +Ruby: 8, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 2:08:06] bao hue da thu thap luc out sv : +Sat: 18, +Ruby: 10, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 6:55:05] dinh khoi da thu thap: +Sat: 9, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 7:06:16] Luong Dang da thu thap: +Sat: 22, +Ruby: 10, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 7:09:24] dinh khoi da thu thap: +Sat: 26, +Ruby: 19, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 7:10:24] dinh khoi da thu thap: +Sat: 3, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 7:10:53] dinh khoi da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 7:13:56] Luong Dang da thu thap: +Sat: 23, +Ruby: 12, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 7:20:28] Luong Dang da thu thap: +Sat: 19, +Ruby: 8, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 7:23:04] dinh khoi da thu thap: +Sat: 20, +Ruby: 10, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 7:27:06] Luong Dang da thu thap: +Sat: 21, +Ruby: 8, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 7:33:43] Luong Dang da thu thap: +Sat: 16, +Ruby: 8, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 7:37:48] Hoang VanBach da thu thap: +Sat: 13, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 7:44:05] Luong Dang da thu thap: +Sat: 24, +Ruby: 13, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 7:47:20] Luong Dang da thu thap: +Sat: 6, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 7:48:41] Luong Dang da thu thap: +Sat: 3, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 8:02:49] Luong Dang da thu thap luc out sv : +Sat: 33, +Ruby: 18, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 8:23:08] Rick Williams da thu thap: +Sat: 2, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 8:26:40] dinh khoi da thu thap luc out sv : +Sat: 162, +Ruby: 87, +Vang: 3, +Kim Cuong: 0
[2021/12/28 - 8:28:17] Hoang VanBach da thu thap: +Sat: 18, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 8:31:24] dinh khoi da thu thap: +Sat: 17, +Ruby: 4, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 8:33:50] Hoang VanBach da thu thap: +Sat: 18, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 8:35:08] Luong Dang da thu thap luc out sv : +Sat: 2, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 8:38:39] Luong Dang da thu thap luc out sv : +Sat: 8, +Ruby: 4, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 8:40:10] dinh khoi da thu thap luc out sv : +Sat: 26, +Ruby: 11, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 8:44:04] Jayden Stanfield da thu thap: +Sat: 46, +Ruby: 23, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 8:49:27] Jayden Stanfield da thu thap: +Sat: 15, +Ruby: 6, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 9:04:29] Rick Williams da thu thap: +Sat: 129, +Ruby: 58, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 9:13:36] Thanh pes da thu thap luc out sv : +Sat: 26, +Ruby: 10, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 9:22:28] Luong Dang da thu thap luc out sv : +Sat: 23, +Ruby: 12, +Vang: 2, +Kim Cuong: 0
[2021/12/28 - 9:22:37] dinh khoi da thu thap: +Sat: 44, +Ruby: 18, +Vang: 2, +Kim Cuong: 0
[2021/12/28 - 9:23:04] Hoang VanBach da thu thap: +Sat: 29, +Ruby: 25, +Vang: 2, +Kim Cuong: 0
[2021/12/28 - 9:35:12] Burh Dark da thu thap: +Sat: 6, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 9:35:16] Burh Dark da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 9:35:37] Burh Dark da thu thap: +Sat: 0, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 9:36:34] Burh Dark da thu thap: +Sat: 3, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 9:39:04] Rick Williams da thu thap: +Sat: 89, +Ruby: 47, +Vang: 1, +Kim Cuong: 1
[2021/12/28 - 10:15:36] Burh Dark da thu thap luc out sv : +Sat: 22, +Ruby: 9, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 10:16:56] Rick Williams da thu thap: +Sat: 110, +Ruby: 54, +Vang: 1, +Kim Cuong: 1
[2021/12/28 - 10:20:26] dinh khoi da thu thap: +Sat: 72, +Ruby: 46, +Vang: 2, +Kim Cuong: 0
[2021/12/28 - 10:20:32] Brian Gibson da thu thap: +Sat: 20, +Ruby: 15, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 10:31:52] Hoang VanBach da thu thap: +Sat: 29, +Ruby: 13, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 10:58:38] bao hue da thu thap: +Sat: 6, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 11:01:32] Thanh pes da thu thap luc out sv : +Sat: 3, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 11:14:02] Brian Gibson da thu thap luc out sv : +Sat: 69, +Ruby: 36, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 11:24:57] Dao Kha Duc da thu thap: +Sat: 4, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 11:25:09] Dao Kha Duc da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 11:25:10] Dao Kha Duc da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 11:25:21] Dao Kha Duc da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 11:25:22] Dao Kha Duc da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 11:27:25] Dao Kha Duc da thu thap: +Sat: 4, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 11:27:28] Dao Kha Duc da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 11:28:12] An SoSad da thu thap luc out sv : +Sat: 10, +Ruby: 8, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 11:39:33] bao hue da thu thap: +Sat: 98, +Ruby: 34, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 11:40:52] Hoang BadBoy da thu thap luc out sv : +Sat: 12, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 11:41:51] Dao Kha Duc da thu thap luc out sv : +Sat: 12, +Ruby: 4, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 11:46:27] Rick Williams da thu thap: +Sat: 263, +Ruby: 104, +Vang: 6, +Kim Cuong: 0
[2021/12/28 - 11:48:27] bao hue da thu thap: +Sat: 26, +Ruby: 14, +Vang: 2, +Kim Cuong: 0
[2021/12/28 - 11:50:04] An SoSad da thu thap: +Sat: 4, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 11:50:24] bao hue da thu thap luc out sv : +Sat: 7, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:00:05] An SoSad da thu thap luc out sv : +Sat: 24, +Ruby: 6, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:01:33] Thanh pes da thu thap: +Sat: 42, +Ruby: 22, +Vang: 4, +Kim Cuong: 0
[2021/12/28 - 12:03:30] hoang ddoser da thu thap: +Sat: 6, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:11:41] Ngo Ba Kha da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:11:55] Ngo Ba Kha da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:12:00] Ngo Ba Kha da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:12:08] Ngo Ba Kha da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:12:19] Ngo Ba Kha da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:12:28] dinh khoi da thu thap: +Sat: 27, +Ruby: 10, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 12:12:36] Ngo Ba Kha da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:12:49] Dontavius Cladwell da thu thap luc out sv : +Sat: 69, +Ruby: 55, +Vang: 2, +Kim Cuong: 0
[2021/12/28 - 12:12:50] Ngo Ba Kha da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:13:02] Ngo Ba Kha da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:13:12] Ngo Ba Kha da thu thap: +Sat: 2, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:14:01] Kiet Man da thu thap: +Sat: 6, +Ruby: 3, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 12:14:11] Ngo Ba Kha da thu thap: +Sat: 4, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:14:18] Ngo Ba Kha da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:14:27] Ngo Ba Kha da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:14:58] Ngo Ba Kha da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:15:11] Ngo Ba Kha da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:15:30] Ngo Ba Kha da thu thap: +Sat: 1, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:20:11] Ngo Ba Kha da thu thap: +Sat: 9, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:26:27] Liv Javier da thu thap luc out sv : +Sat: 28, +Ruby: 9, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 12:31:07] Kiet Man da thu thap luc out sv : +Sat: 28, +Ruby: 14, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:44:27] MAD LAM da thu thap luc out sv : +Sat: 4, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:48:45] Thanh pes da thu thap luc out sv : +Sat: 24, +Ruby: 17, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 12:53:54] dinh khoi da thu thap luc out sv : +Sat: 39, +Ruby: 17, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 12:59:03] dinh khoi da thu thap: +Sat: 13, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 13:02:29] dinh khoi da thu thap: +Sat: 10, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 13:03:49] Mafia Hieu da thu thap: +Sat: 4, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 13:04:04] Mafia Hieu da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 13:04:38] Mafia Hieu da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 13:05:12] Mafia Hieu da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 13:10:38] Mafia Hieu da thu thap: +Sat: 15, +Ruby: 9, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 13:15:00] Mafia Hieu da thu thap: +Sat: 4, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 13:23:56] bao hue da thu thap luc out sv : +Sat: 95, +Ruby: 40, +Vang: 4, +Kim Cuong: 0
[2021/12/28 - 13:29:11] hoang ddoser da thu thap luc out sv : +Sat: 14, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 13:45:09] hoang ddoser da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 13:45:15] hoang ddoser da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 13:46:04] hoang ddoser da thu thap: +Sat: 2, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 13:46:13] hoang ddoser da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 13:47:31] hoang ddoser da thu thap: +Sat: 1, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 13:47:35] hoang ddoser da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 13:47:42] hoang ddoser da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 13:51:06] hoang ddoser da thu thap luc out sv : +Sat: 9, +Ruby: 1, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 14:02:39] bao hue da thu thap: +Sat: 35, +Ruby: 9, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 14:06:41] Thanh Hao da thu thap luc out sv : +Sat: 6, +Ruby: 7, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 14:15:38] bao hue da thu thap: +Sat: 32, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 14:28:19] Hoang VanBach da thu thap luc out sv : +Sat: 29, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 15:26:58] bao hue da thu thap: +Sat: 197, +Ruby: 93, +Vang: 8, +Kim Cuong: 0
[2021/12/28 - 15:32:54] bao hue da thu thap luc out sv : +Sat: 16, +Ruby: 10, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 15:47:55] hoang ddoser da thu thap luc out sv : +Sat: 19, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 15:49:23] Hoang VanBach da thu thap: +Sat: 121, +Ruby: 57, +Vang: 1, +Kim Cuong: 1
[2021/12/28 - 15:50:11] Hoang VanBach da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/28 - 16:01:05] Hoang VanBach da thu thap: +Sat: 35, +Ruby: 11, +Vang: 1, +Kim Cuong: 0
[2021/12/28 - 18:12:36] bao hue da thu thap: +Sat: 5, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 12:03:15] Hoang VanBach da thu thap: +Sat: 145, +Ruby: 79, +Vang: 4, +Kim Cuong: 0
[2021/12/29 - 12:31:42] Hoang VanBach da thu thap luc out sv : +Sat: 7, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 13:08:51] Tawfiiq Noor da thu thap: +Sat: 3, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 13:09:28] Tawfiiq Noor da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 13:10:37] Tawfiiq Noor da thu thap: +Sat: 3, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 13:13:12] Merci Mercury da thu thap: +Sat: 2, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 13:19:17] Nguyen Khoipk da thu thap: +Sat: 1, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 13:20:50] Nguyen Khoipk da thu thap: +Sat: 3, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 13:35:45] Nguyen Khoipk da thu thap luc out sv : +Sat: 23, +Ruby: 10, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 13:56:07] Nguyen Khoipk da thu thap luc out sv : +Sat: 14, +Ruby: 14, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 14:03:05] Tawfiiq Noor da thu thap luc out sv : +Sat: 25, +Ruby: 13, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 14:08:34] Giang Nguyen da thu thap: +Sat: 6, +Ruby: 2, +Vang: 1, +Kim Cuong: 0
[2021/12/29 - 14:08:56] Giang Nguyen da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 14:13:47] Nguyen Khoipk da thu thap luc out sv : +Sat: 9, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 14:16:24] el mencho da thu thap luc out sv : +Sat: 33, +Ruby: 6, +Vang: 2, +Kim Cuong: 0
[2021/12/29 - 14:24:15] dinh khoi da thu thap: +Sat: 211, +Ruby: 128, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 14:27:57] Giang Nguyen da thu thap luc out sv : +Sat: 19, +Ruby: 6, +Vang: 1, +Kim Cuong: 0
[2021/12/29 - 14:30:10] bao hue da thu thap: +Sat: 65, +Ruby: 29, +Vang: 1, +Kim Cuong: 0
[2021/12/29 - 14:32:10] dinh khoi da thu thap: +Sat: 22, +Ruby: 14, +Vang: 1, +Kim Cuong: 0
[2021/12/29 - 14:41:00] Nguyen Khoipk da thu thap luc out sv : +Sat: 0, +Ruby: 2, +Vang: 1, +Kim Cuong: 0
[2021/12/29 - 14:41:53] Nguyen Khoipk da thu thap: +Sat: 3, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 14:45:26] kami sato da thu thap: +Sat: 6, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 14:45:43] bao hue da thu thap: +Sat: 21, +Ruby: 12, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 14:45:46] bao hue da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 14:48:11] dinh khoi da thu thap: +Sat: 46, +Ruby: 19, +Vang: 0, +Kim Cuong: 1
[2021/12/29 - 14:50:49] dinh khoi da thu thap: +Sat: 7, +Ruby: 6, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 14:51:08] Nguyen Khoipk da thu thap luc out sv : +Sat: 28, +Ruby: 14, +Vang: 2, +Kim Cuong: 0
[2021/12/29 - 14:57:24] bao hue da thu thap luc out sv : +Sat: 35, +Ruby: 15, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 15:02:23] kami sato da thu thap: +Sat: 25, +Ruby: 13, +Vang: 1, +Kim Cuong: 0
[2021/12/29 - 15:11:02] kami sato da thu thap: +Sat: 23, +Ruby: 18, +Vang: 1, +Kim Cuong: 0
[2021/12/29 - 15:18:00] Thanh pes da thu thap: +Sat: 24, +Ruby: 22, +Vang: 2, +Kim Cuong: 0
[2021/12/29 - 15:19:01] Thanh pes da thu thap luc out sv : +Sat: 3, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 15:20:35] kami sato da thu thap: +Sat: 20, +Ruby: 13, +Vang: 1, +Kim Cuong: 0
[2021/12/29 - 15:23:55] Nguyen Khoipk da thu thap luc out sv : +Sat: 2, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 15:43:24] Nguyen Khoipk da thu thap: +Sat: 23, +Ruby: 8, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 15:43:30] Nguyen Khoipk da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 15:47:34] kami sato da thu thap: +Sat: 42, +Ruby: 15, +Vang: 3, +Kim Cuong: 0
[2021/12/29 - 15:51:47] Nguyen Khoipk da thu thap: +Sat: 28, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 15:55:20] kami sato da thu thap: +Sat: 20, +Ruby: 14, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 15:58:27] Tac Map da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 16:00:16] Tac Map da thu thap: +Sat: 6, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 16:01:10] kami sato da thu thap luc out sv : +Sat: 14, +Ruby: 8, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 16:02:35] Nguyen Khoipk da thu thap luc out sv : +Sat: 31, +Ruby: 16, +Vang: 1, +Kim Cuong: 0
[2021/12/29 - 16:10:28] Tac Map da thu thap: +Sat: 21, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 16:15:31] Tac Map da thu thap luc out sv : +Sat: 17, +Ruby: 9, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 16:48:11] Hoang VanBach da thu thap luc out sv : +Sat: 70, +Ruby: 31, +Vang: 1, +Kim Cuong: 0
[2021/12/29 - 16:58:45] Lontrell Demons da thu thap: +Sat: 7, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 16:59:39] Lontrell Demons da thu thap luc out sv : +Sat: 2, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 16:59:42] Nguyen Khoipk da thu thap luc out sv : +Sat: 17, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 21:31:51] An SoSad da thu thap: +Sat: 24, +Ruby: 14, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 21:32:01] An SoSad da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 21:32:27] An SoSad da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 21:33:05] An SoSad da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 21:34:16] An SoSad da thu thap: +Sat: 2, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 21:34:46] An SoSad da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 21:35:05] An SoSad da thu thap luc out sv : +Sat: 2, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 21:37:13] An SoSad da thu thap: +Sat: 1, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 21:39:35] An SoSad da thu thap luc out sv : +Sat: 2, +Ruby: 3, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 21:49:31] An SoSad da thu thap luc out sv : +Sat: 9, +Ruby: 6, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 21:56:12] Hoang VanBach da thu thap: +Sat: 7, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 21:57:11] An SoSad da thu thap luc out sv : +Sat: 19, +Ruby: 9, +Vang: 1, +Kim Cuong: 0
[2021/12/29 - 21:58:41] Hoang VanBach da thu thap luc out sv : +Sat: 4, +Ruby: 4, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 22:28:59] Duck Emce da thu thap luc out sv : +Sat: 12, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 22:32:10] bao hue da thu thap luc out sv : +Sat: 40, +Ruby: 18, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 22:34:19] Hoang VanBach da thu thap luc out sv : +Sat: 4, +Ruby: 6, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 22:34:20] An SoSad da thu thap luc out sv : +Sat: 31, +Ruby: 18, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 22:34:20] bao hue da thu thap luc out sv : +Sat: 4, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 22:35:04] bao hue da thu thap luc out sv : +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 22:38:55] bao hue da thu thap luc out sv : +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 22:39:30] An SoSad da thu thap luc out sv : +Sat: 11, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 22:48:35] bao hue da thu thap luc out sv : +Sat: 4, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 23:50:05] Ngoc Tham da thu thap: +Sat: 2, +Ruby: 2, +Vang: 0, +Kim Cuong: 0
[2021/12/29 - 23:51:15] Ngoc Tham da thu thap luc out sv : +Sat: 4, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/30 - 0:13:51] Ngoc Tham da thu thap: +Sat: 53, +Ruby: 27, +Vang: 0, +Kim Cuong: 1
[2021/12/30 - 0:16:22] Ngoc Tham da thu thap: +Sat: 9, +Ruby: 5, +Vang: 0, +Kim Cuong: 0
[2021/12/30 - 0:23:54] Ngoc Tham da thu thap luc out sv : +Sat: 23, +Ruby: 11, +Vang: 0, +Kim Cuong: 0
[2021/12/30 - 0:27:34] Ngoc Tham da thu thap luc out sv : +Sat: 9, +Ruby: 7, +Vang: 0, +Kim Cuong: 0
[2021/12/30 - 1:39:39] Nhan Dz da thu thap: +Sat: 5, +Ruby: 4, +Vang: 0, +Kim Cuong: 0
[2021/12/30 - 1:39:44] Nhan Dz da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
[2021/12/30 - 1:39:51] Nhan Dz da thu thap: +Sat: 1, +Ruby: 0, +Vang: 0, +Kim Cuong: 0
[2021/12/30 - 1:40:05] Nhan Dz da thu thap: +Sat: 0, +Ruby: 1, +Vang: 0, +Kim Cuong: 0
